"name","pronunciation","meaning","type","length","weight","diet","teeth","food","how_moved","when_it_lived","found_it","taxonomy","foundators","year","species_type","comments","img_url","length_clean","diet_clean","num_taxonomy","site1","site2","site3","site4","era","time_range","start","end"
"Ornithomimus","orn-ITH-oh-MEE-mus","'bird mimic'","large theropod","4.0m",NA,"omnivorous",NA,NA,NA,"Late Cretaceous, 74-66 million years ago","Canada,
						
							USA","Dinosauria, Saurischia, Theropoda, Ornithomimosauria, Ornithomimidae","Marsh ","(1890) ","velox",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ornithom.jpg",4,"omnivorous",5,"Canada","USA",NA,NA,"Late Cretaceous","74-66 million years ago",74,66
"Orodromeus","or-oh-DROM-ee-us","'mountain runner'","small ornithopod","2.0m","50kg","herbivorous","horny beak, grinding cheek teeth","tough plant material","on 2 legs","Late Cretaceous, 74 million years ago","USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda","Horner and Weishampel ","(1988) ","makelai",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/orodro.jpg",2,"herbivorous",4,"USA",NA,NA,NA,"Late Cretaceous","74 million years ago",74,74
"Oryctodromeus","or-ik-tow-drohm-ee-us","'digging runner'","small ornithopod","2.1m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 99-94 million years ago","USA","Dinosauria, Ornithischia","Varricchio, Marin and Katsura ","(2007) ","cubicularis","  Remains of this dinosaur were found in its burrow, along with the remains of 2 juveniles. The burrow was around 30cm wide and 70cm long.  The holotype adult specimen (the specimen that was first used to describe the species) consists of skull bones, vert","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oryctodromeus.jpg",2.1,"herbivorous",2,"USA",NA,NA,NA,"Late Cretaceous","99-94 million years ago",99,94
"Othnielia","oth-ni-ee-lee-a","'[for] Othniel [Marsh]'","small ornithischian","1.4m",NA,"herbivorous",NA,NA,NA,"Late Jurassic, 154-142 million years ago","USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda","Marsh ","(1877) ","rex","  Only partial skeletons of Othnielia have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Othnielia.jpg",1.4,"herbivorous",4,"USA",NA,NA,NA,"Late Jurassic","154-142 million years ago",154,142
"Ouranosaurus","oo-RAH-noh-sore-us","'brave monitor lizard'","large ornithopod","7.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 115-100 million years ago","Niger","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","Taquet ","(1976) ","nigeriensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/ourano.jpg",7,"herbivorous",9,"Niger",NA,NA,NA,"Early Cretaceous","115-100 million years ago",115,100
"Oviraptor","OH-vee-RAP-tor","'egg thief'","small theropod","2.0m","20kg","omnivorous","beak, no teeth","hard fruits, eggs, and possibly shellfish","on 2 legs","Late Cretaceous, 85-75 million years ago","Mongolia","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Oviraptorosauria, Caenagnathoidea, Oviraptoridae, Oviraptorinae","Osborn ","(1924) ","philoceratops","  The curved upper and lower jaws of Oviraptor would have been able to crush even hard objects. This dinosaur may have eaten eggs, or fed on fish and shellfish.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/oviraps.jpg",2,"omnivorous",14,"Mongolia",NA,NA,NA,"Late Cretaceous","85-75 million years ago",85,75
"Pachycephalo-saurus","pack-ee-KEF-ah-lo-sore-us","'thick-headed lizard'","pachycephalosaur","3.0m","450kg","herbivorous","flat-curved and serrated teeth","plant material","on 2 legs","Late Cretaceous, 69-66 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae","Brown and Schlaikjer ","(1943) ","wyomingensis","  Pachycephalosaurus was an unusual-looking dinosaur. It stood on two legs, had a beak for cropping plants and had a large bony dome on its head surrounded by spikes and bumps.  Some scientists think that the animal used its hard dome in head-butting conte","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachycephalosaurus.jpg",3,"herbivorous",7,"Canada","USA",NA,NA,"Late Cretaceous","69-66 million years ago",69,66
"Pachyrhino-saurus","pack-ee-RINE-oh-sore-us","'thick-nosed lizard'","ceratopsian","6.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Centrosaurinae","Sternberg ","(1950) ","canadensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pachyr.jpg",6,"herbivorous",10,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Panoplosaurus","pan-op-loh-sore-us","'fully-armoured lizard'","armoured dinosaur","7.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 79-75 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Nodosauridae","Lambe ","(1919) ","mirus",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Panoplosaurus.jpg",7,"herbivorous",5,"Canada","USA",NA,NA,"Late Cretaceous","79-75 million years ago",79,75
"Pantydraco","pant-ee-drak-oh","'Pant-y-ffynnon dragon'","prosauropod","3.0m",NA,"herbivorous",NA,NA,NA,"Early Jurassic","United Kingdom,
						
							Wales","Dinosauria, Saurischia","Galton, Yates and Kermack ","2007 (2003) ","caducus","  Knowledge about Pantydraco is based on a partial juvenile skeleton which was previously thought to be a Thecodontosaurus.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pantydraco.jpg",3,"herbivorous",2,"UnitedKingdom","Wales",NA,NA,"Early Jurassic",NA,NA,NA
"Paralititan","pa-ral-ee-tie-tan","'tidal giant'","sauropod","28.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 99-94 million years ago","Egypt","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia","Smith, Lamanna, Lacovara, Dodson, Smith, Poole, Giegengack and Attia ","(2001) ","stromeri","  A partial postcranial skeleton of Paralititan has been found, but no skull, so reconstructions of the shape of the head are based on similar dinosaurs. The remains were found in a fossil mangrove swamp.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Paralititan.jpg",28,"herbivorous",11,"Egypt",NA,NA,NA,"Late Cretaceous","99-94 million years ago",99,94
"Parasaurolophus","pa-ra-saw-ROL-off-us","'like 'Saurolophus''","large ornithopod","9.0m","5000kg","herbivorous","beak and toothed jaws","pine needles, tree leaves","on 2 or 4 legs","Late Cretaceous, 77-73 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Lambeosaurinae","Parks ","(1922) ","walkeri"," Parasaurolophus Parasaurolophus was a duck-billed dinosaur with a long, distinctive head crest. It lived in what is now North America during the Late Cretaceous Period. Parasaurolophus Over the years, experts have gone back and forth as to whether Parasau","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parasaurolophus.jpg",9,"herbivorous",5,"Canada","USA",NA,NA,"Late Cretaceous","77-73 million years ago",77,73
"Parksosaurus","PARKS-oh-SORE-us","'Park's lizard'","small ornithopod","3.0m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-74 million years ago","Canada","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda","Sternberg ","(1937) ","warrenae",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/parkso.jpg",3,"herbivorous",4,"Canada",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Patagosaurus","pat-ag-oh-sore-us","'Patagonian lizard'","sauropod","18.0m",NA,"herbivorous",NA,NA,NA,"Mid Jurassic, 164-159 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae","Bonaparte ","(1979) ","fariasi","  Many Patagosaurus skeletons have been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Patagosaurus.jpg",18,"herbivorous",6,"Argentina",NA,NA,NA,"Mid Jurassic","164-159 million years ago",164,159
"Patagotitan","Pat-ah-go-tie-tan","'titan from Patagonia'","sauropod","37.5m","57000kg","herbivorous","for stripping vegetation from branches","tough plant material","on four legs","Early Cretaceous, 101 million years ago","Argentina","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria","Carballido, Pol, Otero, Cerda, Salgado, Garrido, Ramezani, Cuneo and Krause ","(2017) ","mayorum","  Patagotitan is one of the largest known dinosaurs, making it also one of the largest land animals ever found. It was far longer, almost twice as tall and more than three times heavier than Diplodocus.  Patagotitan is a titanosaur, a type of sauropod. Not","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/patagotitan-mef-c.jpg",37.5,"herbivorous",10,"Argentina",NA,NA,NA,"Early Cretaceous","101 million years ago",101,101
"Pelecanimimus","pel-e-kan-i-mim-us","'pelican mimic'","small theropod","2.5m",NA,"carnivorous",NA,NA,NA,"Early Cretaceous, 127-121 million years ago","Spain","Dinosauria, Saurischia, Theropoda, Ornithomimosauria","Perez-Moreno and colleagues ","(1994) ","polyodon"," Pelecanimimus Pelecanimimus had more than 200 very small, fine teeth in its mouth, which would have given it a bite that cut and ripped.  The fossil that was first used to describe the species - which is known as a 'holotype' - was well preserved. It show","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pelicanimimus.jpg",2.5,"carnivorous",4,"Spain",NA,NA,NA,"Early Cretaceous","127-121 million years ago",127,121
"Pelorosaurus","pel-oh-ROW-sore-us","'monstrous lizard'","sauropod","25.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 125 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes","Mantell ","(1850) ","conybearei",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/pelo.jpg",25,"herbivorous",9,"England","UnitedKingdom",NA,NA,"Early Cretaceous","125 million years ago",125,125
"Pentaceratops","pent-ah-ker-ah-tops","'five-horned face'","ceratopsian","6.8m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 76-74 million years ago","USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae","Osborn ","(1923) ","sternbergi","  This dinosaur had a very large skull, almost 3m long.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pentaceratops.jpg",6.8,"herbivorous",10,"USA",NA,NA,NA,"Late Cretaceous","76-74 million years ago",76,74
"Piatnitzkysaurus","pye-at-nits-key-sore-us","'Piatnitzky's lizard'","large theropod","4.2m",NA,"carnivorous",NA,NA,NA,"Late Jurassic, 164-159 million years ago","Argentina","Dinosauria, Saurischia, Theropoda, Megalosauridae, Eustreptospondylinae","Bonaparte ","(1979) ","floresi",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Piatnitzkysaurus.jpg",4.2,"carnivorous",5,"Argentina",NA,NA,NA,"Late Jurassic","164-159 million years ago",164,159
"Pinacosaurus","pin-ak-oh-sore-us","'plank lizard'","armoured dinosaur","5.0m","1000kg","herbivorous",NA,"plants",NA,"Late Cretaceous, 81-75 million years ago","China,
						
							Mongolia","Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae","Gilmore ","(1933) ","grangeri","  Groups of young Pinacosaurus dinosaurs have been found fossilised together.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Pinacosaurus.jpg",5,"herbivorous",5,"China","Mongolia",NA,NA,"Late Cretaceous","81-75 million years ago",81,75
"Plateosaurus","plat-ee-oh-sore-us","'flat lizard'","prosauropod","7.0m","4000kg","herbivorous","grinding teeth with a horny beak at the front","plant material","on 2 or 4 legs","Late Triassic, 210 million years ago","France,
						
							Germany,
						
							Switzerland","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae","Meyer ","(1837) ","engelhardti","  Plateosaurus had 5-fingered hands and a large thumb claw, which may have been for defence or for collecting food. Finds in Germany suggest that this dinosaur may have lived in herds.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/plateo.jpg",7,"herbivorous",6,"France","Germany","Switzerland",NA,"Late Triassic","210 million years ago",210,210
"Podokesaurus","po-doh-kee-sore-us","'swift-footed lizard'","small theropod","0.9m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 195-180 million years ago","USA","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea","Talbot ","(1911) ","holyokensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Podokesaurus.jpg",0.9,"carnivorous",5,"USA",NA,NA,NA,"Mid Jurassic","195-180 million years ago",195,180
"Poekilopleuron","peek-i-loh-ploor-on","'varied ribs'","large theropod","9.0m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 169-164 million years ago","France","Dinosauria, Saurischia, Theropoda, Megalosauridae, Megalosaurinae","Eudes-Deslongchamps ","(1838) ","bucklandii","  Only a partial Poekilopleuron skeleton has been found.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Poekilopleuron.jpg",9,"carnivorous",5,"France",NA,NA,NA,"Mid Jurassic","169-164 million years ago",169,164
"Polacanthus","pol-a-KAN-thus","'many spines'","armoured dinosaur","5.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 125 million years ago","England,
						
							United Kingdom","Dinosauria, Ornithischia, Thyreophora, Ankylosauria","Hulke ","(1881) ","foxii",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/polac.jpg",5,"herbivorous",4,"England","UnitedKingdom",NA,NA,"Early Cretaceous","125 million years ago",125,125
"Prenocephale","preen-oh-keff-ah-lee","'sloping head'","pachycephalosaur","2.4m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 80-66 million years ago","Mongolia","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae","MaryaÃ ska and OsmÃÂ³lska ","(1974) ","prenes",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prenocephale.jpg",2.4,"herbivorous",7,"Mongolia",NA,NA,NA,"Late Cretaceous","80-66 million years ago",80,66
"Probactrosaurus","proh-bak-troh-sore-us","'before Bactrosaurus'","large ornithopod","6.0m",NA,"herbivorous",NA,NA,NA,"Early Cretaceous, 121-99 million years ago","China","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea","Rozhdestvensky ","(1966) ","gobiensis",NA,"https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Probactrosaurus.jpg",6,"herbivorous",9,"China",NA,NA,NA,"Early Cretaceous","121-99 million years ago",121,99
"Proceratosaurus","proh-ker-at-oh-sore-us","'before Ceratosaurus'","small theropod","4.1m",NA,"carnivorous",NA,NA,NA,"Mid Jurassic, 169-164 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria","Woodward ","(1910) ","bradleyi","  Proceratosaurus is known only from a partial skull, so reconstructions are speculative.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Proceratosaurus.jpg",4.1,"carnivorous",7,"England","UnitedKingdom",NA,NA,"Mid Jurassic","169-164 million years ago",169,164
"Pro-compsognathus","pro-comp-sog-nay-thus","'before Compsognathus'","small theropod","1.0m",NA,"carnivorous",NA,NA,NA,"Late Triassic, 221-210 million years ago","Germany","Dinosauria, Saurischia, Theropoda, Neotheropoda, Coelophysoidea","Fraas ","(1913) ","triassicus","  Procompsognathus was similar to Ornitholestes. The only specimen is badly crushed.","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Procompsognathus.jpg",1,"carnivorous",5,"Germany",NA,NA,NA,"Late Triassic","221-210 million years ago",221,210
"Prosaurolophus","proh-sore-oh-lof-us","'before lizard crest [Saurolophus]'","large ornithopod","7.6m",NA,"herbivorous",NA,NA,NA,"Late Cretaceous, 77-75 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Euhadrosauria, Hadrosaurinae","Brown ","(1916) ","maximus","  Prosaurolophus is known from the skeletons of 24-29 individuals, some articulated (the bones were joined as they would have been in life).","https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Prosaurolophus.jpg",7.6,"herbivorous",6,"Canada","USA",NA,NA,"Late Cretaceous","77-75 million years ago",77,75
